_NAME_;_PRICE_;_CATEGORY_;_IMAGE_;_ATTRIBUTES_;_MODEL_;_META_DESCRIPTION_; _META_TITLE_
Минск G-6 СГД-ЗТлевый (200мм) без адаптеров;7130;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7302_big.jpg;"Характеристики|Ширина|18.5 см
Характеристики|Глубина|24.5 см
Характеристики|Высота|31 см
Характеристики|Вес|3.8 кг
Характеристики|Межосевое расстояние|200 мм, 250 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|200 мм, 250 мм
Характеристики|Межпроверочный интервал|8 лет
Характеристики|Термокорректор|есть
";KSO-УУУУ04330;Купить Минск G-6 СГД-ЗТлевый (200мм) без адаптеров в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Минск G-6 СГД-ЗТлевый (200мм) без адаптеров купить в Пензе в магазине «Техресурс»
Минск CГМН-6 правый (200 мм) без адаптеров;5750;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7299_big.jpg;"Характеристики|Ширина|16.5 см
Характеристики|Глубина|26.5 см
Характеристики|Высота|24.5 см
Характеристики|Вес|3.3 кг
Характеристики|Установка|вертикальная
Характеристики|Межосевое расстояние|200 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|200 мм
";KSO-УУУУ04331;Купить Минск CГМН-6 правый (200 мм) без адаптеров в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Минск CГМН-6 правый (200 мм) без адаптеров купить в Пензе в магазине «Техресурс»
Минск G-6 СГД-ЗТ левый (250мм) без адаптеров;7410;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7303_big.jpg;"Характеристики|Ширина|18.5 см
Характеристики|Глубина|24.5 см
Характеристики|Высота|31 см
Характеристики|Вес|3.8 кг
Характеристики|Межосевое расстояние|250 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|250 мм
Характеристики|Межпроверочный интервал|8 лет
Характеристики|Термокорректор|есть
";KSO-УУУУ04372;Купить Минск G-6 СГД-ЗТ левый (250мм) без адаптеров в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Минск G-6 СГД-ЗТ левый (250мм) без адаптеров купить в Пензе в магазине «Техресурс»
Минск G-6 СГД-ЗТправый (200мм) без адаптеров;7130;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7304_big.jpg;"Характеристики|Ширина|18.5 см
Характеристики|Глубина|24.5 см
Характеристики|Высота|31 см
Характеристики|Вес|3.8 кг
Характеристики|Межосевое расстояние|200 мм, 250 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|200 мм, 250 мм
Характеристики|Межпроверочный интервал|8 лет
Характеристики|Термокорректор|есть
";KSO-УУУУ04373;Купить Минск G-6 СГД-ЗТправый (200мм) без адаптеров в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Минск G-6 СГД-ЗТправый (200мм) без адаптеров купить в Пензе в магазине «Техресурс»
Минск G-6 СГД-ЗТ правый (250мм) без адаптеров;7410;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7301_big.jpg;"Характеристики|Ширина|18.5 см
Характеристики|Глубина|24.5 см
Характеристики|Высота|31 см
Характеристики|Вес|3.8 кг
Характеристики|Межосевое расстояние|250 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|250 мм
Характеристики|Межпроверочный интервал|8 лет
Характеристики|Термокорректор|есть
";KSO-УУУУ04429;Купить Минск G-6 СГД-ЗТ правый (250мм) без адаптеров в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Минск G-6 СГД-ЗТ правый (250мм) без адаптеров купить в Пензе в магазине «Техресурс»
NPM G2,5 левый;3220;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7258_big.jpg;"Характеристики|Вес|1.6 кг
Характеристики|Межосевое расстояние|110 мм
Характеристики|Номинальный расход|2.5 м³/ч
Характеристики|Номинальный расход|2.5 м³/ч
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
";KSO-A3380;Купить NPM G2,5 левый в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;NPM G2,5 левый купить в Пензе в магазине «Техресурс»
Счетчик газа СГД-G4 Правый Счетприбор Орел (под NPM-4 и ВК-4);3990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/14045_big.png;"Характеристики|Ширина|16.7 см
Характеристики|Глубина|22.3 см
Характеристики|Высота|20.3 см
Характеристики|Межосевое расстояние|110 мм
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
";KSO-УУУУ01739;Купить Счетчик газа СГД-G4 Правый Счетприбор Орел (под NPM-4 и ВК-4) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа СГД-G4 Правый Счетприбор Орел (под NPM-4 и ВК-4) купить в Пензе в магазине «Техресурс»
Счетчик газа СГД G4 ТК левый (под BK, NPM);5990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/14046_big.png;"Характеристики|Ширина|16.7 см
Характеристики|Глубина|22.3 см
Характеристики|Высота|20.3 см
Характеристики|Межосевое расстояние|110 мм
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
Характеристики|Термокорректор|есть
";KSO-УУУУ01754;Купить Счетчик газа СГД G4 ТК левый (под BK, NPM) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа СГД G4 ТК левый (под BK, NPM) купить в Пензе в магазине «Техресурс»
Счетчик газа СГД G4 ТК правый (под BK, NPM);5990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/14047_big.png;"Характеристики|Ширина|16.7 см
Характеристики|Глубина|22.3 см
Характеристики|Высота|20.3 см
Характеристики|Межосевое расстояние|110 мм
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
Характеристики|Термокорректор|есть
";KSO-УУУУ01755;Купить Счетчик газа СГД G4 ТК правый (под BK, NPM) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа СГД G4 ТК правый (под BK, NPM) купить в Пензе в магазине «Техресурс»
Газовый счетчик СГМБ- 3,2  (3/4)  Орел(с выносной батарейкой);2990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7293_big.jpg;"Характеристики|Ширина|8.1 см
Характеристики|Глубина|12 см
Характеристики|Высота|8.6 см
Характеристики|Вес|0.8 кг
Характеристики|Номинальный расход|3.2 м³/ч
Характеристики|Номинальный расход|3.2 м³/ч
";KSO-УУУУ02329;Купить Газовый счетчик СГМБ- 3,2  (3/4)  Орел(с выносной батарейкой) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик СГМБ- 3,2  (3/4)  Орел(с выносной батарейкой) купить в Пензе в магазине «Техресурс»
Счетчик газа Бетар СГБМ-1,6 (тройник с накидной гайкой);4130;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/13928_big.png;"Характеристики|Межосевое расстояние|110 мм
Характеристики|Тип счетчика|Камерный (мембранный)
Характеристики|Межосевое расстояние|110 мм
Характеристики|Максимальный расход газа|1,6 м³/ч
Характеристики|Минимальный расход газа|0.04 м³/ч
Характеристики|Тип подключения|Левый/Правый
Характеристики|Типоразмер счетчика газа|G1.6
Характеристики|Предназначение|Счетчик газа
";KSO-TT007280;Купить Счетчик газа Бетар СГБМ-1,6 (тройник с накидной гайкой) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа Бетар СГБМ-1,6 (тройник с накидной гайкой) купить в Пензе в магазине «Техресурс»
Счетчик газовый Бетар CГБМ-4;4880;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/13929_big.png;"Характеристики|Тип счетчика|Камерный (мембранный)
Характеристики|Максимальный расход газа|4 м³/ч
Характеристики|Минимальный расход|0.04 м³/ч
Характеристики|Тип подключения|Левый/Правый
Характеристики|Типоразмер счетчика газа|G4
Характеристики|Предназначение|Счетчик газа
";KSO-TT008366;Купить Счетчик газовый Бетар CГБМ-4 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газовый Бетар CГБМ-4 купить в Пензе в магазине «Техресурс»
Бетар CГБМ-3,2 (г. Чистополь);4200;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/8323_big.jpg;"Характеристики|Номинальный расход|3.2 м³/ч
Характеристики|Номинальный расход|3.2 м³/ч
Характеристики|Межпроверочный интервал|12 лет
";KSO-TT007424;Купить Бетар CГБМ-3,2 (г. Чистополь) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Бетар CГБМ-3,2 (г. Чистополь) купить в Пензе в магазине «Техресурс»
Газовый счетчик СГБ G-4  СИГНАЛ  G 1 1/4 лев-12 (г. Энгельс) под NPM;4950;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7473_big.jpeg;"Характеристики|Межосевое расстояние|110 мм
Характеристики|Тип счетчика|для газа
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межосевое расстояние|110 мм
";KSO-УУУУ01887;Купить Газовый счетчик СГБ G-4  СИГНАЛ  G 1 1/4 лев-12 (г. Энгельс) под NPM в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик СГБ G-4  СИГНАЛ  G 1 1/4 лев-12 (г. Энгельс) под NPM купить в Пензе в магазине «Техресурс»
Газовый счетчик СГМБ- 1,6 Орел с выносной батарейкой;2500;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7474_big.jpg;"Характеристики|Ширина|8.4 см
Характеристики|Глубина|11 см
Характеристики|Высота|8.2 см
Характеристики|Вес|0.6 кг
Характеристики|Материал корпуса|Сталь, пластик
Характеристики|Страна производитель|Россия
Характеристики|Материал корпуса|Сталь, пластик
Характеристики|Номинальный расход|1.6 м³\ч
Характеристики|Номинальный расход|1.6 м³\ч
Характеристики|Межпроверочный интервал|12 лет
";KSO-УУУУ04275;Купить Газовый счетчик СГМБ- 1,6 Орел с выносной батарейкой в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик СГМБ- 1,6 Орел с выносной батарейкой купить в Пензе в магазине «Техресурс»
Газовый счетчик СГМБ- 3,2  (1/2)  Орел(c выносной батарейкой);2990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7292_big.jpg;"Характеристики|Ширина|8.1 см
Характеристики|Глубина|12 см
Характеристики|Высота|8.6 см
Характеристики|Вес|0.8 кг
Характеристики|Установка|вертикальная, горизонтальная
Характеристики|Номинальный расход|3.2 м³/ч
Характеристики|Номинальный расход|3.2 м³/ч
";KSO-УУУУ02962;Купить Газовый счетчик СГМБ- 3,2  (1/2)  Орел(c выносной батарейкой) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик СГМБ- 3,2  (1/2)  Орел(c выносной батарейкой) купить в Пензе в магазине «Техресурс»
ВК G6 левый;8790;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7269_big.jpg;"Характеристики|Ширина|32.7 см
Характеристики|Глубина|16.3 см
Характеристики|Высота|24.1 см
Характеристики|Межосевое расстояние|250 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|250 мм
Характеристики|Межпроверочный интервал|10 лет
Характеристики|Термокорректор|нет
";KSO-TT005765;Купить ВК G6 левый в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;ВК G6 левый купить в Пензе в магазине «Техресурс»
Газовый счетчик CГK-4 правый- 18 (г. ЭНГЕЛЬС) под Владимир;3990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7280_big.jpg;"Характеристики|Ширина|16.7 см
Характеристики|Глубина|19.8 см
Характеристики|Высота|23.6 см
Характеристики|Вес|2 кг
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межпроверочный интервал|10 лет
";KSO-TT000283;Купить Газовый счетчик CГK-4 правый- 18 (г. ЭНГЕЛЬС) под Владимир в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик CГK-4 правый- 18 (г. ЭНГЕЛЬС) под Владимир купить в Пензе в магазине «Техресурс»
Газовый счетчик СГМБ- 4 Орел (с выносной батарейкой);3990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7294_big.jpg;"Характеристики|Ширина|8.4 см
Характеристики|Глубина|12 см
Характеристики|Высота|9 см
Характеристики|Вес|0.8 кг
Характеристики|Материал корпуса|Сталь, пластик
Характеристики|Материал корпуса|Сталь, пластик
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межпроверочный интервал|12 лет
";KSO-TT008449;Купить Газовый счетчик СГМБ- 4 Орел (с выносной батарейкой) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик СГМБ- 4 Орел (с выносной батарейкой) купить в Пензе в магазине «Техресурс»
Счётчик газа NPM G2,5 правый;3220;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7259_big.jpg;"Характеристики|Вес|1.6 кг
Характеристики|Межосевое расстояние|110 мм
Характеристики|Номинальный расход|2.5 м³/ч
Характеристики|Номинальный расход|2.5 м³/ч
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
";KSO-A3381;Купить Счётчик газа NPM G2,5 правый в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счётчик газа NPM G2,5 правый купить в Пензе в магазине «Техресурс»
ВК G6 правые;8790;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7270_big.jpg;"Характеристики|Ширина|32.7 см
Характеристики|Глубина|16.3 см
Характеристики|Высота|24.1 см
Характеристики|Межосевое расстояние|250 мм
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межосевое расстояние|250 мм
Характеристики|Межпроверочный интервал|10 лет
Характеристики|Термокорректор|нет
";KSO-TT005817;Купить ВК G6 правые в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;ВК G6 правые купить в Пензе в магазине «Техресурс»
Счетчик газа СГБ G4 СМАРТ левый-62 (вертикальный, М33Х1,5);3990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/14057_big.png;"Характеристики|Ширина|19.8 см
Характеристики|Высота|23.6 см
Характеристики|Вес|2.1 кг
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
";KSO-УУУУ02515;Купить Счетчик газа СГБ G4 СМАРТ левый-62 (вертикальный, М33Х1,5) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа СГБ G4 СМАРТ левый-62 (вертикальный, М33Х1,5) купить в Пензе в магазине «Техресурс»
Газовый счетчик СГБ-4  Смарт  правый (верх)-63;3990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7749_big.jpg;"Характеристики|Межосевое расстояние|110 мм
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
";KSO-УУУУ02516;Купить Газовый счетчик СГБ-4  Смарт  правый (верх)-63 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик СГБ-4  Смарт  правый (верх)-63 купить в Пензе в магазине «Техресурс»
Счетчик газа Омега (РЛ) G6;5990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/14053_big.png;"Характеристики|Вес|2.3 кг
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Номинальный расход|6 м³/ч
Характеристики|Межпроверочный интервал|8 лет
";KSO-A1826;Купить Счетчик газа Омега (РЛ) G6 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа Омега (РЛ) G6 купить в Пензе в магазине «Техресурс»
Газовый счетчик РЛ 2,5;5990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/7287_big.jpg;"Характеристики|Ширина|10.2 см
Характеристики|Глубина|9.5 см
Характеристики|Высота|16 см
Характеристики|Номинальный расход|2.5 м³/ч
Характеристики|Номинальный расход|2.5 м³/ч
Характеристики|Межпроверочный интервал|8 лет
";KSO-A3742;Купить Газовый счетчик РЛ 2,5 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовый счетчик РЛ 2,5 купить в Пензе в магазине «Техресурс»
Счетчик газа СГБ G4 Смарт Левый-60 (вертикальный, G1 1/4 под NPM);3990;Счетчики|Счетчики газа;https://www.pogodavdome73.ru/pictures/product/big/14056_big.png;"Характеристики|Ширина|18.8 см
Характеристики|Глубина|16.3 см
Характеристики|Высота|21.8 см
Характеристики|Вес|1.8 кг
Характеристики|Межосевое расстояние|110 мм
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Номинальный расход|4 м³/ч
Характеристики|Межосевое расстояние|110 мм
Характеристики|Межпроверочный интервал|10 лет
";KSO-УУУУ02410;Купить Счетчик газа СГБ G4 Смарт Левый-60 (вертикальный, G1 1/4 под NPM) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Счетчик газа СГБ G4 Смарт Левый-60 (вертикальный, G1 1/4 под NPM) купить в Пензе в магазине «Техресурс»
