_NAME_;_PRICE_;_CATEGORY_;_IMAGE_;_ATTRIBUTES_;_MODEL_;_META_DESCRIPTION_; _META_TITLE_
Газовая колонка OASIS 24кВт(б) TUR;19830;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6934_big.jpg;"Характеристики|Ширина|33 см
Характеристики|Глубина|18 см
Характеристики|Высота|61.5 см
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|закрытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|24 кВт
Характеристики|Диаметр дымохода|60/100 мм
Характеристики|Установка|вертикальная
Характеристики|Управление|электронное
Характеристики|Производительность|9.5 л/мин
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Диаметр дымохода|60/100 мм
";KSO-A940;Купить Газовая колонка OASIS 24кВт(б) TUR в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка OASIS 24кВт(б) TUR купить в Пензе в магазине «Техресурс»
Газовая колонка Gorenje GWH10NN BWC модуляция пламени;15290;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6927_big.jpg;"Характеристики|Ширина|35 см
Характеристики|Глубина|22.5 см
Характеристики|Высота|63.6 см
Характеристики|Вес|11.3 кг
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|20 кВт
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Производительность|10 л/мин
Характеристики|Подводка|нижняя
Характеристики|Газ-контроль|есть
Характеристики|Термометр|есть
";KSO-TTTT0392;Купить Газовая колонка Gorenje GWH10NN BWC модуляция пламени в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Gorenje GWH10NN BWC модуляция пламени купить в Пензе в магазине «Техресурс»
Газовая колонка Bosch  W 10 KB;19190;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6916_big.jpg;"Характеристики|Ширина|40 см
Характеристики|Глубина|37 см
Характеристики|Высота|85 см
Характеристики|Вес|10 кг
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|17.4 кВт
Характеристики|Диаметр дымохода|112 мм
Характеристики|Расход природного газа|2.1 м³/ч
Характеристики|Топливо|природный газ
Характеристики|Материал корпуса|сталь
Характеристики|Индикация включения|нет
Характеристики|Управление|механическое
Характеристики|Производительность|10 л/мин
Характеристики|Дисплей|нет
Характеристики|Газ-контроль|есть
Характеристики|Диаметр дымохода|112 мм
Характеристики|Термометр|нет
";KSO-TT006362;Купить Газовая колонка Bosch  W 10 KB в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Bosch  W 10 KB купить в Пензе в магазине «Техресурс»
Газовая колонка Нева-ЛЮКС 5514 (5513);23290;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6988_big.jpg;"Характеристики|Ширина|35 см
Характеристики|Глубина|23.9 см
Характеристики|Высота|65 см
Характеристики|Вес|12.5 кг
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|28 кВт
Характеристики|Диаметр дымохода|140 мм
Характеристики|Установка|вертикальная
Характеристики|Управление|механическое
Характеристики|Производительность|14 л/мин
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Газ-контроль|есть
Характеристики|Диаметр дымохода|140 мм
";KSO-А922;Купить Газовая колонка Нева-ЛЮКС 5514 (5513) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева-ЛЮКС 5514 (5513) купить в Пензе в магазине «Техресурс»
Газовая колонка  Halsen  WM 10  (20 кВт(б));11080;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6928_big.jpg;"Характеристики|Ширина|33 см
Характеристики|Глубина|19.5 см
Характеристики|Высота|58 см
Характеристики|Вес|9 кг
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Диаметр дымохода|110 мм
Характеристики|Установка|вертикальная
Характеристики|Управление|электронное
Характеристики|Производительность|10 л/мин
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Диаметр дымохода|110 мм
";KSO-А1892;Купить Газовая колонка  Halsen  WM 10  (20 кВт(б)) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка  Halsen  WM 10  (20 кВт(б)) купить в Пензе в магазине «Техресурс»
Газовая колонка Нева-4513 М;20590;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6985_big.jpg;"Характеристики|Ширина|39 см
Характеристики|Глубина|26 см
Характеристики|Высота|66.5 см
Характеристики|Вес|13.5 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|25 кВт
Характеристики|Установка|вертикальная
Характеристики|Управление|механическое
Характеристики|Производительность|13 л/мин
Характеристики|Подводка|нижняя
Характеристики|Газ-контроль|есть
";KSO-TT008455;Купить Газовая колонка Нева-4513 М в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева-4513 М купить в Пензе в магазине «Техресурс»
Газвая колонка Siberia Dream ВПГ-11i;22990;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/14525_big.png;"Характеристики|Ширина|31.4 см
Характеристики|Глубина|24.5 см
Характеристики|Высота|59.2 см
Характеристики|Вес|11 кг
Характеристики|Камера сгорания|открытая
Характеристики|Тепловая мощность|11 кВт
Характеристики|Диаметр дымохода|110 мм
Характеристики|Диаметр дымохода|110 мм
";KSO-A5393;Купить Газвая колонка Siberia Dream ВПГ-11i в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газвая колонка Siberia Dream ВПГ-11i купить в Пензе в магазине «Техресурс»
Газовая колонка Нева- 4511;17990;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6983_big.jpg;"Характеристики|Ширина|29 см
Характеристики|Глубина|22.1 см
Характеристики|Высота|56.5 см
Характеристики|Вес|11 кг
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|21 кВт
Характеристики|Диаметр дымохода|110 мм
Характеристики|Установка|вертикальная
Характеристики|Управление|механическое
Характеристики|Производительность|11 л/мин
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Газ-контроль|есть
Характеристики|Диаметр дымохода|110 мм
";KSO-A918;Купить Газовая колонка Нева- 4511 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева- 4511 купить в Пензе в магазине «Техресурс»
Газовая колонка Нева-Транзит 10 Е;18190;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6990_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|17.5 см
Характеристики|Высота|61.5 см
Характеристики|Вес|12 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Производительность|10 л/мин
Характеристики|Подводка|нижняя
Характеристики|Газ-контроль|есть
";KSO-A926;Купить Газовая колонка Нева-Транзит 10 Е в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева-Транзит 10 Е купить в Пензе в магазине «Техресурс»
Газовая колонка Лемакс Альфа Евро 24;20100;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6978_big.jpeg;"Характеристики|Ширина|35 см
Характеристики|Глубина|19 см
Характеристики|Высота|65 см
Характеристики|Вес|8.9 кг
Характеристики|Тепловая мощность|24 кВт
Характеристики|Диаметр дымохода|110 мм
Характеристики|КПД|84 %
Характеристики|Расход природного газа|2.78 м³/ч
Характеристики|Производительность|12 л/мин
Характеристики|Диаметр дымохода|110 мм
";KSO-TTTT0040;Купить Газовая колонка Лемакс Альфа Евро 24 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Лемакс Альфа Евро 24 купить в Пензе в магазине «Техресурс»
Газовая колонка Оазис Glass 20 TG (Венеция);14540;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/5569_big.jpeg;"Характеристики|Ширина|34 см
Характеристики|Глубина|14 см
Характеристики|Высота|59 см
Характеристики|Вес|9.2 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|20 кВт
Характеристики|Расход природного газа|2 м³/ч
Характеристики|Управление|механическое
Характеристики|Страна производитель|Китай
Характеристики|Производительность|10 л/мин
Характеристики|Дисплей|есть
";KSO-TT005492;Купить Газовая колонка Оазис Glass 20 TG (Венеция) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Оазис Glass 20 TG (Венеция) купить в Пензе в магазине «Техресурс»
Газовая колонка OASIS 20кВт(с) S/TUR;19300;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6933_big.jpeg;"Характеристики|Ширина|34 см
Характеристики|Глубина|14 см
Характеристики|Высота|59 см
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|закрытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|20 кВт
Характеристики|Диаметр дымохода|60/100 мм
Характеристики|Установка|вертикальная
Характеристики|Управление|электронное
Характеристики|Производительность|7.5 л/мин
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Диаметр дымохода|60/100 мм
";KSO-A938;Купить Газовая колонка OASIS 20кВт(с) S/TUR в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка OASIS 20кВт(с) S/TUR купить в Пензе в магазине «Техресурс»
Газовая колонка Лемакс 24 турбированная;31730;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6860_big.jpeg;"Характеристики|Ширина|35 см
Характеристики|Глубина|10.6 см
Характеристики|Высота|56 см
Характеристики|Вес|13.3 кг
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|24 кВт
Характеристики|Диаметр дымохода|60 мм
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|электронное
Характеристики|Производительность|12 л/мин
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Газ-контроль|есть
Характеристики|Диаметр дымохода|60 мм
";KSO-УУУУ01722;Купить Газовая колонка Лемакс 24 турбированная в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Лемакс 24 турбированная купить в Пензе в магазине «Техресурс»
Газовая колонка OASIS 20кВт(б)  TUR;21150;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6368_big.jpeg;"Характеристики|Ширина|34 см
Характеристики|Глубина|14.5 см
Характеристики|Высота|59 см
Характеристики|Вес|9.2 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Управление|механическое
Характеристики|Мощность|20 кВт
Характеристики|Страна производитель|Китай
Характеристики|Производительность|10 л/мин
Характеристики|Дисплей|есть
";KSO-A937;Купить Газовая колонка OASIS 20кВт(б)  TUR в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка OASIS 20кВт(б)  TUR купить в Пензе в магазине «Техресурс»
Газовая колонка Нева-Транзит 12 Е;21490;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6887_big.jpg;"Характеристики|Ширина|35.5 см
Характеристики|Глубина|18.5 см
Характеристики|Высота|63.5 см
Характеристики|Вес|11 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|24 кВт
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Производительность|11.5 л/мин
Характеристики|Газ-контроль|есть
";KSO-A927;Купить Газовая колонка Нева-Транзит 12 Е в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева-Транзит 12 Е купить в Пензе в магазине «Техресурс»
Газовая колонка  Дон  JSD-20 EGFT summer mountains(летние горы);14990;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6603_big.png;"Характеристики|Ширина|34 см
Характеристики|Глубина|14.5 см
Характеристики|Высота|59 см
Характеристики|Вес|9.4 кг
Характеристики|Камера сгорания|открытая
Характеристики|Расход природного газа|2.2 м³/ч
Характеристики|Тип розжига|автоматический электроподжиг
Характеристики|Страна производитель|Россия
";KSO-TTTT0497;Купить Газовая колонка  Дон  JSD-20 EGFT summer mountains(летние горы) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка  Дон  JSD-20 EGFT summer mountains(летние горы) купить в Пензе в магазине «Техресурс»
Газовая колонка Оазис Glass 20 EG (Эйфелева башня);14540;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/5573_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|14 см
Характеристики|Высота|59 см
Характеристики|Вес|9.2 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|20 кВт
Характеристики|Диаметр дымохода|110 мм
Характеристики|Расход природного газа|2 м³/ч
Характеристики|Управление|механическое
Характеристики|Страна производитель|Китай
Характеристики|Производительность|10 л/мин
Характеристики|Дисплей|есть
Характеристики|Диаметр дымохода|110 мм
";KSO-TT006040;Купить Газовая колонка Оазис Glass 20 EG (Эйфелева башня) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Оазис Glass 20 EG (Эйфелева башня) купить в Пензе в магазине «Техресурс»
Газовая колонка  BaltGaz Premium 12 белый;28080;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6914_big.jpg;"Характеристики|Ширина|35 см
Характеристики|Глубина|23.9 см
Характеристики|Высота|65 см
Характеристики|Защита от перегрева|есть
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|22 кВт
Характеристики|Диаметр дымохода|140 мм
Характеристики|Установка|вертикальная
Характеристики|Управление|электронное
Характеристики|Производительность|12 л/мин
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Диаметр дымохода|140 мм
";KSO-УУУУ02715;Купить Газовая колонка  BaltGaz Premium 12 белый в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка  BaltGaz Premium 12 белый купить в Пензе в магазине «Техресурс»
Газовая колонка Лемакс Альфа 20М;15990;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/6973_big.png;"Характеристики|Ширина|34.5 см
Характеристики|Глубина|17.5 см
Характеристики|Высота|60 см
Характеристики|Вес|10 кг
Характеристики|Камера сгорания|открытая
Характеристики|Тепловая мощность|20 кВт
Характеристики|Диаметр дымохода|110 мм
Характеристики|КПД|84 %
Характеристики|Расход природного газа|2.32 м³/ч
Характеристики|Производительность|10 л/мин
Характеристики|Диаметр дымохода|110 мм
";KSO-TT007521;Купить Газовая колонка Лемакс Альфа 20М в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Лемакс Альфа 20М купить в Пензе в магазине «Техресурс»
Газовая колонка Нева-Транзит 10 Е(и);18890;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/7382_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|17.5 см
Характеристики|Высота|61.5 см
Характеристики|Вес|9.6 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|10 кВт
Характеристики|Установка|вертикальная
Характеристики|Управление|механическое
Характеристики|Производительность|9.5 л/мин
Характеристики|Подводка|нижняя
Характеристики|Газ-контроль|есть
";KSO-A4169;Купить Газовая колонка Нева-Транзит 10 Е(и) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева-Транзит 10 Е(и) купить в Пензе в магазине «Техресурс»
Газовая колонка Нева-Транзит 10 ЕМ;19040;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/5576_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|17.5 см
Характеристики|Высота|61.5 см
Характеристики|Вес|11.3 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Производительность|10 л/мин
Характеристики|Подводка|нижняя
Характеристики|Газ-контроль|есть
";KSO-A4772;Купить Газовая колонка Нева-Транзит 10 ЕМ в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка Нева-Транзит 10 ЕМ купить в Пензе в магазине «Техресурс»
Газовая колонка  Дон  JSD-20 EGFT winter mountain (зимние горы);14990;Колонки газовые;https://www.pogodavdome73.ru/pictures/product/big/7370_big.jpeg;"Характеристики|Ширина|34 см
Характеристики|Глубина|14.5 см
Характеристики|Высота|59 см
Характеристики|Вес|9.5 кг
Характеристики|Камера сгорания|открытая
Характеристики|Способ установки|настенный
Характеристики|Тепловая мощность|20 кВт
Характеристики|Диаметр дымохода|110 мм
Характеристики|Материал теплообменника|медь
Характеристики|Установка|вертикальная
Характеристики|Управление|электронное
Характеристики|Производительность|10 л/мин
Характеристики|Подводка|нижняя
Характеристики|Диаметр дымохода|110 мм
Характеристики|Термометр|есть
";KSO-TTTT0498;Купить Газовая колонка  Дон  JSD-20 EGFT winter mountain (зимние горы) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Газовая колонка  Дон  JSD-20 EGFT winter mountain (зимние горы) купить в Пензе в магазине «Техресурс»
