_NAME_;_PRICE_;_CATEGORY_;_IMAGE_;_ATTRIBUTES_;_MODEL_;_META_DESCRIPTION_; _META_TITLE_
Циркуляционный насос WILO-STAR RS25/6;13850;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7145_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Германия
Характеристики|Производительность|4000 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|84 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|4000 л/час
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|84 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-А2688;Купить Циркуляционный насос WILO-STAR RS25/6 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос WILO-STAR RS25/6 купить в Пензе в магазине «Техресурс»
Циркуляционный насос Грунфос UPS 25-40;10700;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7139_big.jpg;"Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Дания
Характеристики|Производительность|2900 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|3.8 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|45 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|2900 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|3.8 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|45 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-CCC11670;Купить Циркуляционный насос Грунфос UPS 25-40 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос Грунфос UPS 25-40 купить в Пензе в магазине «Техресурс»
Циркуляционный насос WILO-STAR RS25/4;11570;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7144_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Германия
Характеристики|Производительность|4000 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|48 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|4000 л/час
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|48 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-А1329;Купить Циркуляционный насос WILO-STAR RS25/4 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос WILO-STAR RS25/4 купить в Пензе в магазине «Техресурс»
Циркуляционный насос WILO-STAR RS25/2;11570;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7143_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Германия
Характеристики|Производительность|2000 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|2 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|45 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|2000 л/час
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|2 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|45 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-А1328;Купить Циркуляционный насос WILO-STAR RS25/2 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос WILO-STAR RS25/2 купить в Пензе в магазине «Техресурс»
Циркуляционный насос Грунфос UPS 25-60;12500;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7140_big.jpg;"Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Дания
Характеристики|Производительность|4300 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|60 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|4300 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|60 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-TTTT0094;Купить Циркуляционный насос Грунфос UPS 25-60 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос Грунфос UPS 25-60 купить в Пензе в магазине «Техресурс»
Циркуляционный насос Грунфос UPS 32-60;13440;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7142_big.jpg;"Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Дания
Характеристики|Производительность|4300 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|60 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|4300 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|60 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-УУУУ02501;Купить Циркуляционный насос Грунфос UPS 32-60 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос Грунфос UPS 32-60 купить в Пензе в магазине «Техресурс»
Циркуляционный насос CR 25/8 Оазис;3700;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7117_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Производительность|2100 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|8 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|60 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|2100 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|8 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|60 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-УУУУ02602;Купить Циркуляционный насос CR 25/8 Оазис в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос CR 25/8 Оазис купить в Пензе в магазине «Техресурс»
Компактный повысительный насос VALFEX  VPA 15-90 (с гайками);5950;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7157_big.png;"Характеристики|Вес|2.64 кг
Характеристики|Производительность|23 л/мин
Характеристики|Максимальный напор|9 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|105 Вт
Характеристики|Производительность|23 л/мин
Характеристики|Максимальный напор|9 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|105 Вт
";KSO-УУУУ02635;Купить Компактный повысительный насос VALFEX  VPA 15-90 (с гайками) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Компактный повысительный насос VALFEX  VPA 15-90 (с гайками) купить в Пензе в магазине «Техресурс»
Циркуляционный насос VALFEX VCP 25-40G 180мм (с гайками) (8);2620;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7138_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Турция
Характеристики|Производительность|2880 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|72 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|2880 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|72 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-УУУУ02720;Купить Циркуляционный насос VALFEX VCP 25-40G 180мм (с гайками) (8) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос VALFEX VCP 25-40G 180мм (с гайками) (8) купить в Пензе в магазине «Техресурс»
Циркуляционный насос VALFEX VCP 25-60G 180мм (с гайками) (8);3860;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7137_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Турция
Характеристики|Производительность|3300 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|93 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|3300 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|93 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-УУУУ02721;Купить Циркуляционный насос VALFEX VCP 25-60G 180мм (с гайками) (8) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос VALFEX VCP 25-60G 180мм (с гайками) (8) купить в Пензе в магазине «Техресурс»
Циркуляционный насос VALFEX VCP 32-40G 180мм (с гайками) (8);4160;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7136_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Турция
Характеристики|Производительность|2880 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|72 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|2880 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4.5 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|72 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-УУУУ02722;Купить Циркуляционный насос VALFEX VCP 32-40G 180мм (с гайками) (8) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос VALFEX VCP 32-40G 180мм (с гайками) (8) купить в Пензе в магазине «Техресурс»
Циркуляционный насос VALFEX VCP 32-60G 180мм (с гайками) (8);4540;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7135_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Турция
Характеристики|Производительность|3300 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|93 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|3300 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|6 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|93 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-УУУУ02770;Купить Циркуляционный насос VALFEX VCP 32-60G 180мм (с гайками) (8) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос VALFEX VCP 32-60G 180мм (с гайками) (8) купить в Пензе в магазине «Техресурс»
Циркуляционный насос WILO-STAR RS30/4;12210;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7149_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Германия
Характеристики|Производительность|4000 л/час
Характеристики|Материал корпуса|чугун
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|48 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|4000 л/час
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|4 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|48 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-А1332;Купить Циркуляционный насос WILO-STAR RS30/4 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос WILO-STAR RS30/4 купить в Пензе в магазине «Техресурс»
Циркуляционный насос CN 32/8 Оазис;6450;Насосы;https://www.pogodavdome73.ru/pictures/product/big/7113_big.jpg;"Характеристики|Напряжение|220 В
Характеристики|Материал корпуса|чугун
Характеристики|Страна производитель|Китай
Характеристики|Производительность|10800 л/час
Характеристики|Материал вала|металлокерамика
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|8 м
Характеристики|Монтажная длина|180 мм
Характеристики|Напряжение|220 В
Характеристики|Потребляемая мощность|245 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
Характеристики|Производительность|10800 л/час
Характеристики|Количество скоростей|3
Характеристики|Конструкция|одинарный
Характеристики|Максимальный напор|8 м
Характеристики|Монтажная длина|180 мм
Характеристики|Потребляемая мощность|245 Вт
Характеристики|Принцип действия|центробежный
Характеристики|Тип ротора|мокрый
";KSO-А1324;Купить Циркуляционный насос CN 32/8 Оазис в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Циркуляционный насос CN 32/8 Оазис купить в Пензе в магазине «Техресурс»
