_NAME_;_PRICE_;_CATEGORY_;_IMAGE_;_ATTRIBUTES_;_MODEL_;_META_DESCRIPTION_; _META_TITLE_
Водонагреватель OASIS SN30;11790;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5439_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|34 см
Характеристики|Высота|53 см
Характеристики|Вес|8.3 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|электронное
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
Характеристики|Объём|30 л
";KSO-A5117;Купить Водонагреватель OASIS SN30 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS SN30 купить в Пензе в магазине «Техресурс»
Водонагреватель ATLANTIC STEATITE 50;12990;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5546_big.jpg;"Характеристики|Ширина|43.3 см
Характеристики|Глубина|45.1 см
Характеристики|Высота|58.2 см
Характеристики|Вес|17 кг
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1500 Вт
Характеристики|Объём|50 л
";KSO-УУУУ01417;Купить Водонагреватель ATLANTIC STEATITE 50 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ATLANTIC STEATITE 50 купить в Пензе в магазине «Техресурс»
Водонагреватель ATLANTIC STEATITE 80;15990;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/8065_big.jpg;"Характеристики|Ширина|43.3 см
Характеристики|Глубина|45.1 см
Характеристики|Высота|81.1 см
Характеристики|Вес|22 кг
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность|1.5 кВт
Характеристики|Объём|80 л
";KSO-УУУУ01418;Купить Водонагреватель ATLANTIC STEATITE 80 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ATLANTIC STEATITE 80 купить в Пензе в магазине «Техресурс»
Водонагреватель ATLANTIC STEATITE SLIM 050 (N3);23990;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5499_big.jpg;"Характеристики|Ширина|38 см
Характеристики|Глубина|40 см
Характеристики|Высота|85 см
Характеристики|Вес|20 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|2100 Вт
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|есть
Характеристики|Объём|50 л
";KSO-УУУУ01420;Купить Водонагреватель ATLANTIC STEATITE SLIM 050 (N3) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ATLANTIC STEATITE SLIM 050 (N3) купить в Пензе в магазине «Техресурс»
Водонагреватель ATLANTIC OPRO 10 RB (над);5990;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/6823_big.jpg;"Характеристики|Ширина|25.5 см
Характеристики|Глубина|26.2 см
Характеристики|Высота|45.6 см
Характеристики|Вес|7.5 кг
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1600 Вт
Характеристики|Объём|10 л
";KSO-УУУУ01421;Купить Водонагреватель ATLANTIC OPRO 10 RB (над) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ATLANTIC OPRO 10 RB (над) купить в Пензе в магазине «Техресурс»
Водонагреватель ATLANTIC OPRO 15 RB (над);6990;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/6827_big.jpg;"Характеристики|Ширина|28.7 см
Характеристики|Глубина|29.4 см
Характеристики|Высота|49.6 см
Характеристики|Вес|7.5 кг
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1600 Вт
Характеристики|Объём|15 л
";KSO-УУУУ01422;Купить Водонагреватель ATLANTIC OPRO 15 RB (над) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ATLANTIC OPRO 15 RB (над) купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS SN80;16090;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5437_big.jpg;"Характеристики|Ширина|41 см
Характеристики|Глубина|41 см
Характеристики|Высота|78.7 см
Характеристики|Вес|14.4 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|электронное
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
";KSO-A5119;Купить Водонагреватель OASIS SN80 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS SN80 купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS SL-80 V Slim;13350;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5441_big.jpg;"Характеристики|Глубина|38 см
Характеристики|Высота|100 см
Характеристики|Вес|25 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1500 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Объём|80 л
";KSO-TT005344;Купить Водонагреватель OASIS SL-80 V Slim в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS SL-80 V Slim купить в Пензе в магазине «Техресурс»
Водонагреватель Haier ES15V-Q1(R)(над);9890;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5528_big.jpg;"Характеристики|Ширина|32.7 см
Характеристики|Глубина|33.3 см
Характеристики|Высота|40.2 см
Характеристики|Вес|9 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|нет
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|15 л
";KSO-TT007529;Купить Водонагреватель Haier ES15V-Q1(R)(над) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель Haier ES15V-Q1(R)(над) купить в Пензе в магазине «Техресурс»
Водонагреватель DE LUX SLIM 3W60V1 (60л);9770;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/12185_big.jpg;"Характеристики|Ширина|36 см
Характеристики|Глубина|36 см
Характеристики|Высота|85 см
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Объём|60 л
";KSO-TT007673;Купить Водонагреватель DE LUX SLIM 3W60V1 (60л) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель DE LUX SLIM 3W60V1 (60л) купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS VL-50L;8860;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5434_big.jpg;"Характеристики|Глубина|38.5 см
Характеристики|Высота|72.6 см
Характеристики|Вес|17.5 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1500 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Объём|50 л
";KSO-TT005674;Купить Водонагреватель OASIS VL-50L в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS VL-50L купить в Пензе в магазине «Техресурс»
Водонагреватель ТЕРМЕКС MK 80 V;20190;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/8597_big.png;"Характеристики|Ширина|51.4 см
Характеристики|Глубина|30.6 см
Характеристики|Высота|101.3 см
Характеристики|Вес|16.8 кг
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Термометр|нет
Характеристики|Объём|80 л
";KSO-УУУУ02378;Купить Водонагреватель ТЕРМЕКС MK 80 V в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ТЕРМЕКС MK 80 V купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS P30;14910;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5446_big.jpg;"Характеристики|Ширина|43 см
Характеристики|Глубина|23.3 см
Характеристики|Высота|55.2 см
Характеристики|Вес|9.2 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|электронное
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
";KSO-A5239;Купить Водонагреватель OASIS P30 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS P30 купить в Пензе в магазине «Техресурс»
Водонагреватель ТЕРМЕКС MK 50 V;16990;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/8680_big.png;"Характеристики|Ширина|43.4 см
Характеристики|Глубина|23 см
Характеристики|Высота|84.3 см
Характеристики|Вес|12.6 кг
Характеристики|Материал теплообменника|медь
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|50 л
";KSO-УУУУ01518;Купить Водонагреватель ТЕРМЕКС MK 50 V в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ТЕРМЕКС MK 50 V купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS LN -10 нерж (над раковиной);7070;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/6847_big.jpg;"Характеристики|Ширина|27 см
Характеристики|Глубина|27 см
Характеристики|Высота|36.5 см
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Терморегулятор|есть
Характеристики|Объём|10 л
";KSO-УУУУ01537;Купить Водонагреватель OASIS LN -10 нерж (над раковиной) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS LN -10 нерж (над раковиной) купить в Пензе в магазине «Техресурс»
Водонагреватель Haier ES30V-Q1;13220;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5524_big.jpg;"Характеристики|Ширина|45.7 см
Характеристики|Глубина|45.7 см
Характеристики|Высота|53.6 см
Характеристики|Вес|13 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|30 л
";KSO-TTTT0015;Купить Водонагреватель Haier ES30V-Q1 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель Haier ES30V-Q1 купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS SL-30 V;9750;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5443_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|34 см
Характеристики|Высота|60.5 см
Характеристики|Вес|15 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1500 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Объём|30 л
";KSO-TT006730;Купить Водонагреватель OASIS SL-30 V в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS SL-30 V купить в Пензе в магазине «Техресурс»
Водонагреватель ЭВАД DE LUX W100V 1(100л);11290;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/7349_big.jpg;"Характеристики|Ширина|43 см
Характеристики|Глубина|43 см
Характеристики|Высота|91.6 см
Характеристики|Вес|29 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|есть
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|100 л
";KSO-TT007674;Купить Водонагреватель ЭВАД DE LUX W100V 1(100л) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ЭВАД DE LUX W100V 1(100л) купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS VL-30L;8100;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5435_big.jpg;"Характеристики|Ширина|34 см
Характеристики|Глубина|34 см
Характеристики|Высота|57.9 см
Характеристики|Вес|14.4 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1500 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
";KSO-TT006090;Купить Водонагреватель OASIS VL-30L в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS VL-30L купить в Пензе в магазине «Техресурс»
Водонагреватель ЭВАД DE LUX 5W30V1 (30л);11290;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/12190_big.png;"Характеристики|Ширина|44.2 см
Характеристики|Глубина|39.3 см
Характеристики|Высота|53.2 см
Характеристики|Вес|16 кг
Характеристики|Защита от перегрева|есть
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Объём|30 л
";KSO-CCCC7574;Купить Водонагреватель ЭВАД DE LUX 5W30V1 (30л) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ЭВАД DE LUX 5W30V1 (30л) купить в Пензе в магазине «Техресурс»
Водонагреватель Haier ES15V-Q2(R)(под);9890;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5526_big.jpg;"Характеристики|Ширина|32.7 см
Характеристики|Глубина|33.3 см
Характеристики|Высота|40.2 см
Характеристики|Вес|9 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|горизонтальная
Характеристики|Индикация включения|нет
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|15 л
";KSO-TT007528;Купить Водонагреватель Haier ES15V-Q2(R)(под) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель Haier ES15V-Q2(R)(под) купить в Пензе в магазине «Техресурс»
Водонагреватель Haier ES10V-Q1(R)(над);7290;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5533_big.jpg;"Характеристики|Ширина|35 см
Характеристики|Глубина|35 см
Характеристики|Высота|27 см
Характеристики|Вес|8 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|нет
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|10 л
";KSO-TT007526;Купить Водонагреватель Haier ES10V-Q1(R)(над) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель Haier ES10V-Q1(R)(над) купить в Пензе в магазине «Техресурс»
Водонагреватель ЭВАД DE LUX W80V 1(80л);10000;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/12194_big.jpg;"Характеристики|Ширина|43 см
Характеристики|Глубина|43 см
Характеристики|Высота|81 см
Характеристики|Вес|26 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Управление|механическое
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Объём|80 л
";KSO-TT005532;Купить Водонагреватель ЭВАД DE LUX W80V 1(80л) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель ЭВАД DE LUX W80V 1(80л) купить в Пензе в магазине «Техресурс»
Водонагреватель Haier ES8V-Q1(R)(над);7290;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5515_big.jpg;"Характеристики|Ширина|28.3 см
Характеристики|Глубина|38.7 см
Характеристики|Высота|25.5 см
Характеристики|Вес|5.5 кг
Характеристики|Защита от перегрева|есть
Характеристики|Способ установки|настенный
Характеристики|Установка|вертикальная
Характеристики|Индикация включения|нет
Характеристики|Управление|механическое
Характеристики|Мощность ТЭНа|1500 Вт
Характеристики|Подводка|нижняя
Характеристики|Дисплей|нет
Характеристики|Термометр|нет
Характеристики|Объём|8 л
";KSO-A582;Купить Водонагреватель Haier ES8V-Q1(R)(над) в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель Haier ES8V-Q1(R)(над) купить в Пензе в магазине «Техресурс»
Водонагреватель OASIS SN100;19380;Водонагреватели|Водонагреватели накопительные электрические;https://www.pogodavdome73.ru/pictures/product/big/5440_big.jpg;"Характеристики|Ширина|41 см
Характеристики|Глубина|41 см
Характеристики|Высота|93.5 см
Характеристики|Вес|16.8 кг
Характеристики|Защита от перегрева|есть
Характеристики|Установка|вертикальная
Характеристики|Напряжение|220 В
Характеристики|Управление|электронное
Характеристики|Мощность ТЭНа|2000 Вт
Характеристики|Подводка|нижняя
Характеристики|Терморегулятор|есть
Характеристики|Дисплей|есть
";KSO-A5120;Купить Водонагреватель OASIS SN100 в Пензе с бесплатной доставкой по России. Выгодная цена, оплата при получении, скидки и акции, гарантия. Описание, фото и отзывы на товар;Водонагреватель OASIS SN100 купить в Пензе в магазине «Техресурс»
